record_origin,display_priority,dedupe_key,poi_id,name,city,region,country,primary_source,osm_id,wikidata_id,wikipedia_title,primary_category,display_categories,themes,review_status,is_active,short_description,base_significance_score,quality_score,walk_affinity_hint,drive_affinity_hint,historical_flag,cultural_flag,scenic_flag,infrastructure_flag,food_identity_flag,lon,lat,merge_note
database,50,osm:way/610351408,58af7a4c-4889-4cb5-b7c2-e03da809349d,Randall Davey House,santa-fe,new-mexico,usa,osm_overpass,way/610351408,Q63987137,Randall_Davey_House,history,history,,needs_review,t,Historic site with strong local landscape context.,75.00,90.00,0.55,0.90,t,f,f,f,f,-105.88853488818577,35.68953923991288,
database,50,osm:node/11009407816,1cfcb3ee-38fc-4da4-8df3-41193ed44768,RC Gorman's Navajo Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11009407816,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.940799,35.6874853,
database,50,osm:node/4576173948,f43b3bb6-665b-41e3-95b5-8233f6532094,Red Dot Gallery,santa-fe,new-mexico,usa,osm_overpass,node/4576173948,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,80.00,0.90,0.60,f,f,f,f,f,-105.9239257,35.6799254,
database,50,osm:way/443243071,9b3dcf52-a454-42e8-b170-d442de6aff9d,Revival Center of Santa Fe,santa-fe,new-mexico,usa,osm_overpass,way/443243071,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,80.00,0.55,0.60,f,t,f,f,f,-106.01876338229337,35.63233671309683,
database,50,osm:node/4700373855,ec3e2ab8-b13a-49cc-a672-1448b2eaf0dd,Ricardo Alarid House,santa-fe,new-mexico,usa,osm_overpass,node/4700373855,Q6977403,"National_Register_of_Historic_Places_listings_in_Santa_Fe_County,_New_Mexico",history,history,,needs_review,t,Historic site with strong local landscape context.,75.00,85.00,0.55,0.90,t,f,f,f,f,-105.952607,35.6823911,
database,50,osm:way/705808674,492e4d7f-7437-4ce1-85e6-2ff655bb1a64,Rio Vista Park,santa-fe,new-mexico,usa,osm_overpass,way/705808674,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,55.00,0.75,0.60,f,f,t,f,f,-105.97864965319631,35.67697257941387,
database,50,osm:way/724457753,b7808b84-dc84-4763-aac2-79bd317513de,Roadrunner West Park,santa-fe,new-mexico,usa,osm_overpass,way/724457753,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,55.00,0.75,0.60,f,f,t,f,f,-106.02802570503381,35.647331690268395,
database,50,osm:node/6630637365,c917f1fb-b103-4467-bcc8-fedfe7428a9f,Rock,santa-fe,new-mexico,usa,osm_overpass,node/6630637365,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,57.50,0.55,0.60,t,f,f,f,f,-105.9490434,35.6813578,
database,50,osm:node/4576042791,7d297f57-9298-4e7b-b70e-98108ebcc21b,Ronnie Layden Fine Art,santa-fe,new-mexico,usa,osm_overpass,node/4576042791,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,75.00,0.90,0.60,f,f,f,f,f,-105.9232516,35.6800195,
database,50,osm:way/474088448,74f55d7a-1a58-4f28-9f95-a3e8b7a13dfd,Ron Shirley Alto Park,santa-fe,new-mexico,usa,osm_overpass,way/474088448,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,80.00,0.75,0.60,f,f,t,f,f,-105.96319111596354,35.68567408881136,
database,50,osm:node/4700373857,7a4d7e44-6467-4dcb-9b4d-98a2b088386f,Roque Lobato House,santa-fe,new-mexico,usa,osm_overpass,node/4700373857,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,67.50,0.55,0.90,t,f,f,f,f,-105.9360929,35.6912763,
database,50,osm:node/6479254097,8794c23f-a0dc-4e50-98d8-21aa90e49e5a,Roque Tudesque House,santa-fe,new-mexico,usa,osm_overpass,node/6479254097,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,62.50,0.55,0.90,t,f,f,f,f,-105.938944,35.6841299,
database,50,osm:way/461729209,55532e60-6a27-4dd4-85c2-8d13c06b7714,Roque Tudesque House East,santa-fe,new-mexico,usa,osm_overpass,way/461729209,Q132187433,,history,history,,needs_review,t,Historic site with strong local landscape context.,72.00,67.50,0.55,0.90,t,f,f,f,f,-105.9387482642101,35.684025653980406,
database,50,osm:way/461729208,f4994c95-7b51-48af-9d06-1fb2cba71ff6,Roque Tudesque House West,santa-fe,new-mexico,usa,osm_overpass,way/461729208,Q132187435,,history,history,,needs_review,t,Historic site with strong local landscape context.,72.00,67.50,0.55,0.90,t,f,f,f,f,-105.93903457267577,35.6841571533804,
database,50,osm:way/485751047,2acd8bd6-d81f-43b8-8ef6-89b9f0c66448,Sagebrush Community Church,santa-fe,new-mexico,usa,osm_overpass,way/485751047,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,72.50,0.55,0.60,f,t,f,f,f,-105.99980261083124,35.63677100666904,
database,50,osm:way/698380646,cb55f154-029f-4cbd-bed3-66c7d09dee7c,Sagebrush Park,santa-fe,new-mexico,usa,osm_overpass,way/698380646,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-106.06253927545092,35.62889228014915,
database,50,osm:way/757119876,1f262340-c245-477a-a723-1c9e04750a6d,Saint Anne Catholic Church,santa-fe,new-mexico,usa,osm_overpass,way/757119876,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,80.00,0.55,0.60,f,t,f,f,f,-105.9609223842866,35.68144322645657,
database,50,osm:node/357598544,46d40211-ed59-4868-9722-f2446a7c4241,Saint Catherines Indian School,santa-fe,new-mexico,usa,osm_overpass,node/357598544,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,80.00,0.55,0.90,t,f,f,f,f,-105.9473683,35.6958074,
database,50,osm:node/8807405139,b5e5c87d-64ff-4169-b2ee-d425ec981ada,Saint Francis of Assisi,santa-fe,new-mexico,usa,osm_overpass,node/8807405139,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,62.00,70.00,0.55,0.60,t,f,f,f,f,-105.9367264,35.6866929,
database,50,osm:node/8807405137,bc000b9f-d014-48b0-aa5d-e8a28bd2b5b4,Saint Francis of Assisi,santa-fe,new-mexico,usa,osm_overpass,node/8807405137,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,62.00,62.50,0.55,0.60,t,f,f,f,f,-105.936235,35.6863492,
database,50,osm:way/479737441,e04bb41b-fc64-49d4-b210-b6b433efcb56,Saint John the Baptist Catholic Church,santa-fe,new-mexico,usa,osm_overpass,way/479737441,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,80.00,0.55,0.60,f,t,f,f,f,-105.97711064213144,35.664560877188144,
database,50,osm:node/8807405140,6103d1df-ecc2-4bbb-aee5-3c062c5c77bc,Saint Kateri Tekakwitha,santa-fe,new-mexico,usa,osm_overpass,node/8807405140,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,62.00,70.00,0.55,0.60,t,f,f,f,f,-105.936619,35.6866973,
database,50,osm:node/357606231,dc414d37-7e95-4782-9cd7-e436bf7c2079,Sally's Hill,santa-fe,new-mexico,usa,osm_overpass,node/357606231,Q49081211,,scenic,scenic,,needs_review,t,Landscape feature with clear scenic or ecological legibility.,61.00,67.50,0.55,0.90,f,f,t,f,f,-105.9166874,35.6733494,
database,50,osm:way/469248741,8127e5ec-78c7-4cd8-bada-cd45742ff74d,Salvador Perez Park,santa-fe,new-mexico,usa,osm_overpass,way/469248741,Q49556606,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,85.00,0.75,0.60,f,f,t,f,f,-105.95288617659367,35.6714364109259,
database,50,osm:node/4700373858,a5ea5ef6-fa0e-41ab-87c6-345c9b2dbc63,Sandoval House,santa-fe,new-mexico,usa,osm_overpass,node/4700373858,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,67.50,0.55,0.90,t,f,f,f,f,-105.9515911,35.6905071,
database,50,osm:way/861291280,ef81fc91-9986-4c6f-8743-874a481a00b8,Sandoval Street Bridge,santa-fe,new-mexico,usa,osm_overpass,way/861291280,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-105.9428345543333,35.68633813304638,
database,50,osm:node/11270781157,e3bde755-caea-453a-bdb5-025786746394,San Francisco Street Art Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11270781157,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.9393956,35.6871861,
database,50,osm:way/758637752,f0269d0c-1280-4b6e-be1a-6bebe5fe8bbb,San Isidro Catholic Church,santa-fe,new-mexico,usa,osm_overpass,way/758637752,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,80.00,0.55,0.60,f,t,f,f,f,-106.01069590065319,35.655287269254245,
database,50,osm:relation/7147455,a13dd75d-bf52-4159-99e0-8588c88c8aa6,San Isidro Park,santa-fe,new-mexico,usa,osm_overpass,relation/7147455,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,65.00,0.75,0.60,f,f,t,f,f,-106.01493765000001,35.646346199999996,
database,50,osm:way/461729157,d609da00-8334-410d-9d2a-c6092c7a287d,San Miguel,santa-fe,new-mexico,usa,osm_overpass,way/461729157,,,culture,culture|history,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,65.00,0.55,0.60,t,t,f,f,f,-105.93756879907929,35.68345567784733,
database,50,osm:relation/6979381,f1d90902-7ac6-445e-b8e6-4a0acf2860bc,Santa Fe Art Institute,santa-fe,new-mexico,usa,osm_overpass,relation/6979381,Q130610492,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,60.00,75.00,0.90,0.60,f,f,f,f,f,-105.9806102,35.65787845,
database,50,osm:way/646758533,767b13b1-1240-4979-a547-affe4d339fb7,Santa Fe Artists Market,santa-fe,new-mexico,usa,osm_overpass,way/646758533,,,food,food|culture,,needs_review,t,"Tourists from across the country and around the world enjoy Santa Fe's best in pottery, jewelry, paintings, photography, sculpture, furniture, textiles and more fine art and crafts from local juried artists.",55.00,80.00,0.55,0.75,f,t,f,f,t,-105.94836293888213,35.68344515416714,
database,50,osm:way/694203451,205cc862-3158-4293-b231-240db1621fd4,Santa Fe Baptist Church,santa-fe,new-mexico,usa,osm_overpass,way/694203451,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,65.00,0.55,0.60,f,t,f,f,f,-106.03940153800137,35.6485087004294,
database,50,osm:way/379084732,c0471182-fbb5-4974-828f-f36ed64aefa8,Santa Fe Children's Museum,santa-fe,new-mexico,usa,osm_overpass,way/379084732,,,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,64.00,72.50,0.75,0.75,t,f,f,f,f,-105.93694294716632,35.67300771034246,
database,50,osm:node/5098905749,555699c2-6e79-4764-a75a-8dba8416540c,Santa Fe Christian Fellowship Church,santa-fe,new-mexico,usa,osm_overpass,node/5098905749,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,77.50,0.55,0.60,f,t,f,f,f,-105.9890118,35.6549638,
database,50,osm:way/340433436,5e44cdf3-a12d-4816-af96-20f05a792137,Santa Fe County John Gaw Meem Historic Building,santa-fe,new-mexico,usa,osm_overpass,way/340433436,Q106827441,,history,history,,needs_review,t,site formerly had building that was the residence of Maria Gertrudis Barceló,72.00,85.00,0.55,0.90,t,f,f,f,f,-105.94103743418597,35.68865689843628,
database,50,osm:way/646758512,0b7bdc08-f571-4fe5-bf38-727207051b43,Santa Fe Farmers Market,santa-fe,new-mexico,usa,osm_overpass,way/646758512,,,food,food|culture,,needs_review,t,Identity-bearing market or food place with local distinctiveness.,55.00,80.00,0.55,0.75,f,t,f,f,t,-105.94914935685284,35.68213194102871,
database,50,osm:way/475539174,cdeb2f89-5c0a-4e39-b18c-5879390ca943,Santa Fe Fire Department Museum,santa-fe,new-mexico,usa,osm_overpass,way/475539174,,,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,64.00,77.50,0.75,0.75,t,f,f,f,f,-105.97145891933116,35.66611733029292,
database,50,osm:way/461766394,0c7c45ed-fefc-415c-85ac-452b66de7800,Santa Fe Jewish Center Chabad,santa-fe,new-mexico,usa,osm_overpass,way/461766394,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,80.00,0.55,0.60,f,t,f,f,f,-105.9441646196903,35.68241788676706,
database,50,osm:way/729362282,07241f8f-abb6-4801-a9f1-2d436d270fef,Santa Fe Marcy Park Seventh-Day Adventist Church,santa-fe,new-mexico,usa,osm_overpass,way/729362282,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,65.00,0.55,0.60,f,t,f,f,f,-105.93112495062145,35.69729499510941,
database,50,osm:way/726040211,8f67c30c-1782-4b99-92ea-7740649506a9,Santa Fe National Historic Trail,santa-fe,new-mexico,usa,osm_overpass,way/726040211,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,77.50,0.75,0.60,f,f,t,f,f,-105.92250144485901,35.667252857347584,
database,50,osm:node/357612255,ada63e59-234c-4ed2-86bf-af397b6326cb,Santa Fe on the Camino Real,santa-fe,new-mexico,usa,osm_overpass,node/357612255,Q49557699,Santa Fe on the Camino Real,history,history,,needs_review,t,Monument or memorial with strong public memory value.,68.00,70.00,0.55,0.60,t,f,f,f,f,-105.9825915,35.6596646,
database,50,osm:way/795466060,e44595bb-7f62-418a-b361-3da91b06083c,Santa Fe Open Space,santa-fe,new-mexico,usa,osm_overpass,way/795466060,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,55.00,0.75,0.60,f,f,t,f,f,-105.96919152877656,35.694924128349406,
database,50,osm:node/2802584401,57d6b2b8-a7f3-41d8-a1af-6a126e743ca5,Santa Fe Playhouse,santa-fe,new-mexico,usa,osm_overpass,node/2802584401,Q28456077,Santa_Fe_Playhouse,culture,culture,,needs_review,t,Cultural venue that signals local performance and public life.,63.00,82.50,0.75,0.60,f,t,f,f,f,-105.938861,35.683897,
database,50,osm:way/339787373,dcc03996-c6eb-4a1e-82fa-4be1fb0bb73c,Santa Fe Railyard Park,santa-fe,new-mexico,usa,osm_overpass,way/339787373,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-105.95044062439165,35.68016841002915,
database,50,osm:way/473591088,b0a5d06c-fee6-4fa0-b3a8-9f42f1c2d0a6,Santa Fe River Park East,santa-fe,new-mexico,usa,osm_overpass,way/473591088,Q49557734,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,77.50,0.75,0.60,f,f,t,f,f,-105.94965210201538,35.68855565878708,
database,50,osm:node/357605718,ef8f492c-ca37-479d-960a-62f6ca4fb7d7,Santa Fe River Park West,santa-fe,new-mexico,usa,osm_overpass,node/357605718,Q49557736,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,67.50,0.75,0.60,f,f,t,f,f,-105.9559119,35.6884733,
database,50,osm:relation/6963309,0b785f18-c05a-422d-8661-cc071f3f3cbe,Santa Fe River State Park,santa-fe,new-mexico,usa,osm_overpass,relation/6963309,Q49557731,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,72.50,0.75,0.60,f,f,t,f,f,-105.93316729999998,35.6833545,
database,50,osm:way/461735611,de9d8bf3-1257-4f48-8957-101c49df2828,Santa Fe Trails Fine Art,santa-fe,new-mexico,usa,osm_overpass,way/461735611,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,72.50,0.90,0.60,f,f,f,f,f,-105.93814424974437,35.68585028987107,
database,50,osm:way/686368793,ae505cc1-757a-4573-b5d4-06d710207ed1,Santa Fe Vietnam Veterans Memorial,santa-fe,new-mexico,usa,osm_overpass,way/686368793,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,65.00,0.55,0.60,t,f,f,f,f,-105.97031984861812,35.68358098482516,
database,50,osm:way/721134125,bf356dc7-4a15-443d-947c-f426736edd92,Santa Fe West Park,santa-fe,new-mexico,usa,osm_overpass,way/721134125,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,60.00,0.75,0.60,f,f,t,f,f,-106.00200343631295,35.65695645516599,
database,50,osm:way/473190151,57a6e1dd-5b17-4eea-9d70-241f0d365d73,Santuario de Nuestra Señora de Guadalupe,santa-fe,new-mexico,usa,osm_overpass,way/473190151,Q52515315,Santuario_de_Guadalupe,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,65.00,90.00,0.55,0.60,f,t,f,f,f,-105.94512717175941,35.68693290863709,
database,50,osm:node/10950870123,f32f9e46-af2d-4a12-bb6e-daaa3e60e75d,Sara Miller Contemporary Art Gallery,santa-fe,new-mexico,usa,osm_overpass,node/10950870123,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,72.50,0.90,0.60,f,f,f,f,f,-105.9974142,35.6135523,
database,50,osm:node/4576173966,6121253b-13be-4b26-b351-a9692c75ff28,Sara Novenson Studio/Judaic Art Gallery,santa-fe,new-mexico,usa,osm_overpass,node/4576173966,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.924078,35.6801984,
database,50,osm:way/472157571,ca1d3906-2904-4cd6-b21e-3941f4f006c8,Sargent House,santa-fe,new-mexico,usa,osm_overpass,way/472157571,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,72.50,0.55,0.90,t,f,f,f,f,-105.94279946708421,35.68131776864797,
database,50,osm:node/6534336589,bdd65a31-872a-4573-be42-138efe96e5c0,Settler's Monument,santa-fe,new-mexico,usa,osm_overpass,node/6534336589,Q111169975,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,66.00,75.00,0.55,0.60,t,f,f,f,f,-105.936119,35.6869384,
database,50,osm:node/12518089132,d8eb46be-d00a-46cd-ad85-08449f81ead9,Seventh-Day Adventist Church Radio 105.5,santa-fe,new-mexico,usa,osm_overpass,node/12518089132,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,80.00,0.55,0.90,f,f,f,t,f,-105.9311063,35.6969781,
database,50,osm:way/486208157,111dba82-ddc5-49f0-8405-69d9f45246e2,SFFD Training Tower,santa-fe,new-mexico,usa,osm_overpass,way/486208157,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,75.00,0.55,0.90,f,f,f,t,f,-105.99767693778941,35.66230995056399,
database,50,osm:node/9128428531,32ef087c-0af3-408a-a9be-e95e94d4c8db,Shalom Church,santa-fe,new-mexico,usa,osm_overpass,node/9128428531,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,65.00,0.55,0.60,f,t,f,f,f,-106.019435,35.6380826,
database,50,osm:node/11270781081,ce590733-3abd-42c4-a08a-ea0f98d96b49,Sidewalk Plaques,santa-fe,new-mexico,usa,osm_overpass,node/11270781081,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,57.50,0.55,0.60,t,f,f,f,f,-105.9394464,35.6881029,
database,50,osm:node/7375430116,c21aecf1-caf5-4dec-a6fc-4e8cc350bcfa,Sierra Pelada,santa-fe,new-mexico,usa,osm_overpass,node/7375430116,Q49697003,,scenic,scenic,,needs_review,t,Landscape feature with clear scenic or ecological legibility.,61.00,65.00,0.55,0.90,f,f,t,f,f,-105.8681675,35.6411376,
database,50,osm:way/207798524,cf5dbfab-cecc-4b19-b83a-d9d120889bc5,SITE Santa Fe,santa-fe,new-mexico,usa,osm_overpass,way/207798524,,,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,64.00,80.00,0.75,0.75,t,f,f,f,f,-105.94982679351304,35.68133222373515,
database,50,osm:way/726571593,ab692696-5498-425f-a36c-9e765827cf40,Skywest Condominiums,santa-fe,new-mexico,usa,osm_overpass,way/726571593,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-106.0303259697433,35.63567057456592,
database,50,osm:way/473220811,d8d6372d-809a-4a6c-bb75-8331b198fc18,Soldiers' Monument,santa-fe,new-mexico,usa,osm_overpass,way/473220811,Q74469780,"Soldiers'_Monument_(Santa_Fe,_New_Mexico)",history,history,,needs_review,t,Monument or memorial with strong public memory value.,71.00,90.00,0.55,0.60,t,f,f,f,f,-105.9385205,35.68742970000001,
database,50,osm:node/11247433655,458970ab-d47a-47ff-af6d-438dbb4d4188,Sorrel Sky Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11247433655,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.939969,35.6883375,
database,50,osm:way/474731480,105a8be1-3047-46c6-b4d5-f961d43c8b37,Southridge Calle Lorca Park,santa-fe,new-mexico,usa,osm_overpass,way/474731480,Q49563984,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,80.00,0.75,0.60,f,f,t,f,f,-105.96352115320258,35.65501652500148,
database,50,osm:node/357590750,91d3994c-c095-4e80-85ae-b48133ec43f4,Spanish Assembly of God Church,santa-fe,new-mexico,usa,osm_overpass,node/357590750,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,67.50,0.55,0.60,f,t,f,f,f,-105.9786331,35.6869748,
database,50,osm:node/12162617408,fb38ebc8-8bb5-408f-b247-73047e7ffae1,Spotted Tail Goes To Washington,santa-fe,new-mexico,usa,osm_overpass,node/12162617408,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,62.00,62.50,0.55,0.60,t,f,f,f,f,-105.9331103,35.6839389,
database,50,osm:node/7839040213,ea77549c-3b0c-4470-a7e9-b0beffa9f420,Stamm Memorial Bench,santa-fe,new-mexico,usa,osm_overpass,node/7839040213,,,history,history|culture,,needs_review,t,Monument or memorial with strong public memory value.,64.00,67.50,0.55,0.60,t,t,f,f,f,-105.963712,35.6953253,
database,50,osm:way/708155001,a3d13319-74c9-434f-9fd3-0a3073082691,State of New Mexico South Capitol Complex,santa-fe,new-mexico,usa,osm_overpass,way/708155001,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,62.50,0.75,0.60,f,f,t,f,f,-105.95736807091373,35.672250345547816,
database,50,osm:way/259492990,f0ab255f-e31d-4d9f-a192-274b3a1893f6,St. Bede's,santa-fe,new-mexico,usa,osm_overpass,way/259492990,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,72.50,0.55,0.60,f,t,f,f,f,-105.95540544846195,35.66172302290489,
database,50,osm:node/4578345319,2b986946-c51a-408e-94b0-09d53f8d5f62,Steve Elmore Indian Art,santa-fe,new-mexico,usa,osm_overpass,node/4578345319,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,72.50,0.90,0.60,f,f,f,f,f,-105.9337139,35.6855632,
database,50,osm:node/6738150288,61ed1977-dd84-4ec3-8694-4ab04100519d,St. Francis,santa-fe,new-mexico,usa,osm_overpass,node/6738150288,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,62.00,60.00,0.55,0.60,t,f,f,f,f,-105.9483457,35.6953336,
database,50,osm:way/446027164,b57d0fbf-563b-421d-8798-9dd5cdb2082c,St Johns,santa-fe,new-mexico,usa,osm_overpass,way/446027164,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,70.00,0.55,0.90,f,f,f,t,f,-105.90683208549899,35.6641555750682,
database,50,osm:way/1119186950,85da12a5-dc61-4c6f-81ab-07d839174e02,St. Juliana of Lazarevo,santa-fe,new-mexico,usa,osm_overpass,way/1119186950,Q126186086,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,62.00,82.50,0.55,0.60,f,t,f,f,f,-106.00486960598768,35.67130333383492,
database,50,osm:way/461776236,fb3b0b99-5170-4035-b984-b412b2921d62,Stone Warehouse,santa-fe,new-mexico,usa,osm_overpass,way/461776236,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,60.00,0.55,0.90,t,f,f,f,f,-105.94544260043136,35.68614248295593,
database,50,osm:node/11270781126,0a65d8e2-0834-4b59-a10a-62e5ea9e3068,Strata Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11270781126,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.938024,35.6888001,
database,50,osm:node/11270781091,d25de9cb-ead8-4134-8e34-fceebdec0409,Sugarman-Peterson Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11270781091,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.9401042,35.6880762,
database,50,osm:node/357599537,d8a93260-8fc4-489b-b412-6e2556290b85,Sun Mountain,santa-fe,new-mexico,usa,osm_overpass,node/357599537,Q49080023,,scenic,scenic,,needs_review,t,Landscape feature with clear scenic or ecological legibility.,61.00,75.00,0.55,0.90,f,f,t,f,f,-105.9123079,35.6592262,
database,50,osm:way/726068255,6ced0009-480b-4b38-9b80-70752ee6571a,Sun Mountain Estates,santa-fe,new-mexico,usa,osm_overpass,way/726068255,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-105.92384965074075,35.66004969661003,
database,50,osm:way/474087934,b7563bfb-d735-4987-9b40-f411d7e015d2,Superintendent's Residence,santa-fe,new-mexico,usa,osm_overpass,way/474087934,Q106977306,,history,history,,needs_review,t,Historic site with strong local landscape context.,72.00,72.50,0.55,0.90,t,f,f,f,f,-105.95533810582697,35.677225155919096,
database,50,osm:way/987873926,bb0dbf24-3473-42cc-a23b-4e627c6a17ca,Supreme Body Shop Historic Site,santa-fe,new-mexico,usa,osm_overpass,way/987873926,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,70.00,0.55,0.90,t,f,f,f,f,-105.94566819999999,35.685495149999994,
database,50,osm:node/12162590098,54bd7d4d-bbf0-44bb-b2d9-b49eba429bbd,Susan Sarif Arts & Management,santa-fe,new-mexico,usa,osm_overpass,node/12162590098,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9343694,35.6832896,
database,50,osm:way/689623862,f3f7ed31-5e46-4940-9608-229aabe1f463,SWAN Park,santa-fe,new-mexico,usa,osm_overpass,way/689623862,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,80.00,0.75,0.60,f,f,t,f,f,-106.06468405496898,35.617207239027024,
database,50,osm:node/12073106122,d7f056ef-2284-4494-b318-16c9b9af210a,Tad Tribal Art Gallery,santa-fe,new-mexico,usa,osm_overpass,node/12073106122,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,55.00,0.90,0.60,f,f,f,f,f,-105.9436503,35.6885538,
database,50,osm:node/6548608768,ac05c2a6-b03b-4728-93ee-f6b621f8db9b,Tai Modern,santa-fe,new-mexico,usa,osm_overpass,node/6548608768,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,65.00,0.90,0.60,f,f,f,f,f,-105.9487554,35.6819753,
